,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
973,0.0024765,0.00091,0.0075884082,0.0004025,0.1916666667,0.0222760463,51245,0.0545758358,0.0540506,0.0019941732,0.002062325,0.05,0.0836327681,0.0520555314,0.1051724,0.0398500945,0.1166666667,rest_1,session_1,UCLA_1,1.096001233,1.0537480691,0.3261338475,0.0924369748,0.2097524729,,16,,,,1,,3,3,4,1,100.382568359,-39.7481994629,-96.1781616211,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           3.          -0.         -39.74819946],[  0.           0.           4.         -96.17816162],0,3
974,0.0027443333,0.001295,0.0038098593,0.0024275,0.0666666667,0.0178623038,51246,0.0470101042,0.046658,0.0011767909,0.00151125,0.025,0.0450256144,0.0344343788,0.0386422461,0.027013717,0.1,rest_1,session_1,UCLA_1,1.2266645689,1.1895061911,0.2414780159,0.0504201681,0.1868797215,,16,,,,1,,3,3,4,1,88.5638122559,-70.8387451172,-58.9794120789,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          88.56381226],[ -0.           3.          -0.         -70.83874512],[  0.           0.           4.         -58.97941208],0,3
975,0.0045415833,0.001345,0.010143385,0.0027025,0.1333333333,0.0217758907,51247,0.0549717408,0.0542157,0.0032704574,0.003916775,0.0333333333,0.1362080348,0.0799269336,0.1334713091,0.1454021143,0.0666666667,rest_1,session_1,UCLA_1,1.1586665469,1.0186162906,0.4284739509,0.0336134454,0.5060680704,,16,,,,1,,3,3,4,1,98.5665893555,-71.3118286133,-71.6334991455,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          98.56658936],[ -0.           3.          -0.         -71.31182861],[  0.           0.           4.         -71.63349915],0,3
976,0.0021529167,0.001205,0.0044323933,0.0005575,0.0833333333,0.0470404677,51248,0.0528654308,0.05246145,0.0011569753,0.0015636,0.0166666667,0.0356774856,0.0200676365,0.0799555879,0.0158542653,0.0666666667,rest_1,session_1,UCLA_1,1.172486324,1.13093909,0.3150839904,0.0420168067,0.2080662924,,16,,,,1,,3,3,4,1,99.5668487549,-71.2405395508,-73.6962280273,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          99.56684875],[ -0.           3.00000024  -0.         -71.24053955],[  0.           0.           4.         -73.69622803],0,3
977,0.0030001667,0.000925,0.0070705179,0.0004325,0.125,0.0206925468,51249,0.051695425,0.0512757,0.0016186324,0.001208325,0.1,0.0843593837,0.0747697469,0.0428011036,0.0432241197,0.0666666667,rest_1,session_1,UCLA_1,1.3534647263,1.3328966642,0.1157938659,0.0504201681,0.1057149435,,16,,,,1,,3,3,4,1,91.3026733398,-64.5494003296,-44.7315254211,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          91.30267334],[ -0.           3.          -0.         -64.54940033],[  0.           0.           4.         -44.73152542],0,3
978,0.0045351667,0.00074,0.0142480676,0.000905,0.1666666667,0.0330439666,51250,0.0254624717,0.0247492,0.0021826732,0.001690275,0.0666666667,0.0965394289,0.0484692024,0.1477140445,0.0463322218,0.1583333333,rest_1,session_1,UCLA_1,1.1095700122,0.9503098379,0.5569257846,0.1428571429,0.15943712,,16,,,,1,,3,3,4,1,100.382568359,-58.2670631409,-102.038383484,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           3.          -0.         -58.26706314],[   0.            0.            3.99999976 -102.03838348],0,3
979,0.0059729167,0.00135,0.0112563659,0.007105,0.075,0.103272205,51251,0.0554276558,0.0539756,0.0033045425,0.004581675,0.0166666667,0.1395277881,0.0861951767,0.1804740768,0.1419364443,0.0666666667,rest_1,session_1,UCLA_1,1.1793120058,0.9949855633,0.5445349786,0.0756302521,0.4080660306,,16,,,,1,,3,3,4,1,92.6563415527,-59.5054321289,-83.1953430176,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          92.65634155],[ -0.           2.99999976  -0.         -59.50543213],[  0.           0.           4.         -83.19534302],0,3
980,0.005018,0.00087,0.0086168397,0.00294,0.1833333333,0.0214588848,51252,0.040286755,0.03898415,0.0027552581,0.0018978,0.1916666667,0.0709801215,0.0547888871,0.0677030427,0.0527271538,0.05,rest_1,session_1,UCLA_1,1.2081332421,1.1571355572,0.2188987562,0.0336134454,0.2129633506,,16,,,,1,,3,3,4,1,99.7772216797,-84.4145278931,-61.8244781494,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          99.77722168],[ -0.           2.99999976  -0.         -84.41452789],[  0.           0.           3.99999976 -61.82447815],0,3
981,0.00134575,0.001095,0.0014111672,0.0003825,0.075,0.0418432668,51253,0.0331606992,0.03311275,0.0003968755,0.000431725,0.025,0.023470341,0.018942143,0.0212232143,0.0107540962,0.0916666667,rest_1,session_1,UCLA_1,1.3155072867,1.3111703976,0.1028868336,0.0168067227,0.1115235764,,16,,,,1,,3,3,4,1,96.7506103516,-71.5711975098,-92.032371521,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.75061035],[ -0.           3.          -0.         -71.57119751],[  0.           0.           4.         -92.03237152],0,3
982,0.0054415833,0.000785,0.009444094,0.00463,0.1333333333,0.0548592485,51254,0.0318364142,0.03147335,0.0019425636,0.002452675,0.0333333333,0.050447217,0.0289685257,0.0629472127,0.0333406392,0.0833333333,rest_1,session_1,UCLA_1,1.2548973426,1.2014920702,0.3025978654,0.0336134454,0.3608605632,,16,,,,1,,3,3,4,1,100.382568359,-67.3785476685,-73.4245681763,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           3.          -0.         -67.37854767],[  0.           0.           3.99999976 -73.42456818],0,3
983,0.0018849167,0.001125,0.0018005129,0.0018325,0.0583333333,0.0163333705,51255,0.0316371108,0.0312193,0.0014961888,0.001856525,0.0166666667,0.0692659087,0.0566933891,0.0466613167,0.0507202103,0.0666666667,rest_1,session_1,UCLA_1,1.2188257336,1.196654523,0.1489142475,0.0336134454,0.1677987124,,16,,,,1,,3,3,4,1,90.8910293579,-52.9667205811,-90.7196807861,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.89102936],[ -0.           3.          -0.         -52.96672058],[  0.           0.           4.         -90.71968079],0,3
984,0.00250525,0.00116,0.0039642519,0.00106,0.1416666667,0.0369102597,51256,0.0223126025,0.0221008,0.0006681001,0.00053845,0.075,0.0474867921,0.0331853176,0.0416433519,0.0345357525,0.0916666667,rest_1,session_1,UCLA_1,1.1923751461,1.1257954075,0.2850378349,0.0168067227,0.4035990815,,16,,,,1,,3,3,4,1,100.772766113,-31.1903076172,-71.507850647,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.77276611],[ -0.           3.          -0.         -31.19030762],[  0.           0.           4.         -71.50785065],0,3
985,0.0025071667,0.001155,0.004415854,0.0010375,0.15,0.0464196242,51257,0.0463532925,0.04612415,0.0009514443,0.0011372,0.0416666667,0.0609967926,0.0472468177,0.0487834152,0.0368246763,0.075,rest_1,session_1,UCLA_1,1.3532045634,1.3144071752,0.1725717086,0.0756302521,0.1531945692,,16,,,,1,,3,3,4,1,93.7239990234,-65.8800735474,-82.7796325684,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.72399902],[ -0.           3.          -0.         -65.88007355],[  0.           0.           4.         -82.77963257],0,3
986,0.0307659167,0.0041,0.0451917013,0.0496125,0.075,0.0650480783,51258,0.0693939167,0.0606511,0.0170479923,0.01925965,0.075,0.9267178009,0.2219104122,1.8649274061,0.5236701195,0.15,rest_1,session_1,UCLA_1,0.9457030631,0.469562439,1.0102269859,0.1428571429,0.602758999,,16,,,,1,,3,3,4,1,100.382568359,-68.1558761597,-90.9951782227,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           2.99999976  -0.         -68.15587616],[  0.           0.           3.99999976 -90.99517822],0,3
987,0.0094221667,0.001125,0.0223169373,0.00315,0.1833333333,0.0433771975,51259,0.0403695592,0.0382063,0.0059025339,0.003886925,0.125,0.2835081348,0.1373370595,0.4012075853,0.1650734661,0.15,rest_1,session_1,UCLA_1,1.1598866558,0.7846486839,0.8692392708,0.1512605042,0.4903295486,,16,,,,1,,3,3,4,1,92.5133056641,-75.2129440308,-61.4154205322,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          92.51330566],[ -0.           3.          -0.         -75.21294403],[  0.           0.           4.         -61.41542053],0,3
988,0.0016080833,0.00102,0.0030782385,0.0004725,0.1083333333,0.0374512024,51260,0.0425386483,0.04254935,0.0004040541,0.000515625,0.0083333333,0.0361967032,0.0246552323,0.0357230934,0.0225090409,0.0916666667,rest_1,session_1,UCLA_1,1.2553873166,1.2182953092,0.1876032529,0.0420168067,0.1802717626,,16,,,,1,,3,3,4,1,91.9366912842,-67.7244491577,-81.4223937988,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          91.93669128],[ -0.           2.99999976  -0.         -67.72444916],[  0.          0.          4.        -81.4223938],0,3
989,0.0148775833,0.00098,0.0257461844,0.01318,0.1333333333,0.0187191668,51261,0.0313232625,0.02760185,0.0057062992,0.0070596,0.0083333333,0.1131007428,0.0489226219,0.1812115357,0.0521841445,0.1583333333,rest_1,session_1,UCLA_1,1.1831220944,0.9603314674,0.6340283847,0.1428571429,0.2010504443,,16,,,,1,,3,3,4,1,91.7499465942,-58.4954872131,-84.6305236816,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          91.74994659],[ -0.           2.99999976  -0.         -58.49548721],[  0.           0.           4.         -84.63052368],0,3
990,0.00294625,0.000795,0.0056479414,0.0014675,0.1333333333,0.0232636873,51262,0.0368029292,0.0360405,0.0024911339,0.00179265,0.0833333333,0.0719039134,0.051333854,0.060635289,0.0561902309,0.075,rest_1,session_1,UCLA_1,1.1036186215,1.0411567707,0.3159888943,0.0504201681,0.3333361021,,16,,,,1,,3,3,4,1,98.0132217407,-50.2801361084,-86.6932449341,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          98.01322174],[ -0.           3.          -0.         -50.28013611],[  0.           0.           4.         -86.69324493],0,3
991,0.0220196667,0.006955,0.0271977973,0.0195925,0.1833333333,0.0429835824,51263,0.0527260825,0.0499041,0.0101948029,0.008402325,0.175,0.4718990369,0.0640677071,1.1179283802,0.1752927897,0.1833333333,rest_1,session_1,UCLA_1,0.7214584883,0.3314574037,0.9508946736,0.1932773109,0.1142380959,,16,,,,1,,3,3,4,1,91.3026733398,-39.9387931824,-89.5512466431,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          91.30267334],[ -0.           3.00000024  -0.         -39.93879318],[  0.           0.           4.         -89.55124664],0,3
992,0.0023359167,0.000865,0.0053220005,0.0008025,0.1666666667,0.0259738394,51264,0.0375451475,0.0370672,0.0012576763,0.00195675,0.0083333333,0.0664261795,0.0415503286,0.0976115053,0.0394175318,0.075,rest_1,session_1,UCLA_1,1.2127007127,1.124820252,0.3545588181,0.0840336134,0.1431498189,,16,,,,1,,3,3,4,1,99.5713577271,-58.8763122559,-87.1885375977,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          99.57135773],[ -0.           2.99999976  -0.         -58.87631226],[  0.          0.          4.        -87.1885376],0,3
993,0.0035408333,0.00096,0.0096364844,0.0008925,0.15,0.0233862088,51265,0.0290475533,0.0286658,0.0012746165,0.000796425,0.075,0.0421530926,0.0378459149,0.0216213197,0.0231558059,0.05,rest_1,session_1,UCLA_1,1.286358498,1.2845533048,0.1132269977,0.0336134454,0.1415193846,,16,,,,1,,3,3,4,1,93.833190918,-65.5152053833,-74.1649246216,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          93.83319092],[ -0.           3.          -0.         -65.51520538],[  0.           0.           4.         -74.16492462],0,3
994,0.0053474167,0.000975,0.0130900569,0.00129,0.1666666667,0.0216108942,51266,0.0349084742,0.0340377,0.0023294045,0.00193535,0.0833333333,0.1225059171,0.0838737116,0.1158584791,0.0826808345,0.075,rest_1,session_1,UCLA_1,1.2092642349,1.0379459942,0.5155519689,0.1008403361,0.2486459823,,16,,,,1,,3,3,4,1,88.5683364868,-37.2154846191,-113.899414062,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          88.56833649],[ -0.           3.          -0.         -37.21548462],[   0.            0.            4.         -113.89941406],0,3
995,0.0020855833,0.001075,0.0020902363,0.0030175,0.0166666667,0.0161330927,51267,0.0287086525,0.02828745,0.0009377059,0.00148635,0,0.0224039416,0.0183821572,0.0141394425,0.013861125,0.05,rest_1,session_1,UCLA_1,1.1308372497,1.0987616711,0.16678645,0.0420168067,0.201698038,,16,,,,1,,3,3,4,1,100.382568359,-52.3928756714,-98.319519043,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           3.          -0.         -52.39287567],[  0.           0.           4.         -98.31951904],0,3
996,0.00360725,0.00087,0.0181664585,0.0005075,0.1333333333,0.0200915481,51268,0.0260334667,0.02573615,0.001943154,0.001200275,0.0166666667,0.0615426142,0.0431378161,0.1143694333,0.0331497412,0.0333333333,rest_1,session_1,UCLA_1,1.1115838037,1.0333288772,0.5119184762,0.0672268908,0.0766983302,,16,,,,1,,3,3,4,1,97.3559570312,-65.5179138184,-83.5578079224,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.35595703],[ -0.           3.          -0.         -65.51791382],[  0.           0.           4.         -83.55780792],0,3
997,0.0073188333,0.000705,0.0271603113,0.0007775,0.2,0.0250041745,51269,0.0267111342,0.0259385,0.0034647471,0.0010548,0.1,0.0931920828,0.0404523624,0.2567453862,0.0302220262,0.1333333333,rest_1,session_1,UCLA_1,1.1047095367,0.9427095923,0.7638113142,0.1008403361,0.1444958967,,16,,,,1,,3,3,4,1,88.8813476562,-46.4072761536,-79.2088012695,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          88.88134766],[ -0.           3.          -0.         -46.40727615],[  0.           0.           4.         -79.20880127],0,3
998,0.001763,0.001125,0.0022081778,0.00081,0.125,0.0283259995,51271,0.020714655,0.0206031,0.0005105358,0.000447875,0.0583333333,0.0362435109,0.0299674674,0.0245144886,0.0247915052,0.0583333333,rest_1,session_1,UCLA_1,1.1566940423,1.1652818766,0.1408930335,0.0084033613,0.1960356958,,16,,,,1,,3,3,4,1,90.8485412598,-58.2947998047,-91.6699829102,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.84854126],[ -0.           2.99999976  -0.         -58.2947998 ],[  0.           0.           4.         -91.66998291],0,3
999,0.0016455833,0.00114,0.0014644383,0.00097,0.0666666667,0.0351295791,51272,0.0341261667,0.0339958,0.0005026951,0.000536,0.05,0.0433705635,0.0350883655,0.0268217469,0.0254203084,0.05,rest_1,session_1,UCLA_1,1.286714419,1.294778227,0.1311821876,0.0084033613,0.1631566792,,16,,,,1,,3,3,4,1,100.382568359,-47.5627250671,-78.9977416992,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           3.00000024  -0.         -47.56272507],[  0.          0.          4.        -78.9977417],0,3
1000,0.0016969167,0.000995,0.0021869201,0.000515,0.15,0.0364833784,51273,0.037901185,0.03782055,0.0006574172,0.000962525,0,0.0551888736,0.0315209453,0.063613579,0.0375095343,0.1,rest_1,session_1,UCLA_1,1.2240419902,1.1863549228,0.2734426892,0.0672268908,0.2405214455,,16,,,,1,,3,3,4,1,96.1452636719,-51.1188735962,-76.5062179565,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.14526367],[ -0.          3.         -0.        -51.1188736],[  0.           0.           4.         -76.50621796],0,3
1001,0.0047818333,0.0024,0.0074490362,0.0037575,0.1,0.0247845087,51274,0.0398569783,0.03972815,0.0040156313,0.00470215,0.0333333333,0.4698667109,0.3641249289,0.3284144335,0.3885859587,0.0416666667,rest_1,session_1,UCLA_1,1.085546817,0.9203467767,0.4711574898,0.025210084,0.6378822404,,16,,,,1,,3,3,4,1,90.6486663818,-38.9252700806,-95.6619873047,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.64866638],[ -0.           3.          -0.         -38.92527008],[  0.          0.          4.        -95.6619873],0,3
1002,0.0018654167,0.00111,0.0026506307,0.00082,0.1166666667,0.0304444857,51275,0.0378538008,0.0374422,0.0010506435,0.00159995,0.0083333333,0.0839198702,0.0516620727,0.0903391229,0.0821367516,0.0333333333,rest_1,session_1,UCLA_1,1.1381113203,1.0543217138,0.3275076918,0.025210084,0.3886386446,,16,,,,1,,3,3,4,1,102.123687744,-43.8070335388,-76.0690536499,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          102.12368774],[ -0.           3.00000024  -0.         -43.80703354],[  0.           0.           4.         -76.06905365],0,3
1003,0.002088,0.00109,0.0036334012,0.0005475,0.1166666667,0.039664212,51276,0.0220851383,0.0219616,0.0005782064,0.00065515,0.0583333333,0.0481383478,0.0355247231,0.0408964083,0.0297154587,0.0916666667,rest_1,session_1,UCLA_1,1.2903835529,1.2740689516,0.1198279354,0.0588235294,0.1189243146,,16,,,,1,,3,3,4,1,95.5399780273,-41.9857635498,-93.8333129883,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.53997803],[ -0.           2.99999976  -0.         -41.98576355],[  0.           0.           3.99999976 -93.83331299],0,3
1004,0.00139875,0.00096,0.0010375874,0.0006425,0.1416666667,0.0244785921,51277,0.0333133725,0.033309,0.0004388259,0.00057825,0.0166666667,0.0322488085,0.0252492062,0.0260096947,0.0167088376,0.0916666667,rest_1,session_1,UCLA_1,1.1392008434,1.0987577956,0.2044624521,0.0336134454,0.2605447934,,16,,,,1,,3,3,4,1,95.1548156738,-57.890247345,-82.8857345581,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          95.15481567],[ -0.           3.          -0.         -57.89024734],[  0.           0.           4.         -82.88573456],0,3
1005,0.00931825,0.00121,0.0242518679,0.0039225,0.15,0.0423856291,51278,0.0406140692,0.03855005,0.0061792401,0.00400785,0.075,0.3144320286,0.1476680546,0.5249400414,0.2492286826,0.0916666667,rest_1,session_1,UCLA_1,0.9735411325,0.7279431048,0.7883538496,0.1092436975,0.479349976,,16,,,,1,,3,3,4,1,95.457244873,-39.9836387634,-97.5930404663,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.45724487],[ -0.           3.          -0.         -39.98363876],[  0.           0.           3.99999976 -97.59304047],0,3
1006,0.001547,0.00105,0.0019320876,0.000575,0.0833333333,0.0426508877,51279,0.0323403575,0.03223975,0.0004156898,0.000480775,0.0333333333,0.0339431975,0.0284758009,0.0234814072,0.0168145983,0.0666666667,rest_1,session_1,UCLA_1,1.172073708,1.129801385,0.1878310966,0,0.2809907366,,16,,,,1,,3,3,4,1,96.7506103516,-55.0388221741,-67.9072723389,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.75061035],[ -0.           3.          -0.         -55.03882217],[  0.           0.           4.         -67.90727234],0,3
1007,0.0013418333,0.00107,0.0007900833,0.0005625,0.1083333333,0.0403029969,51280,0.0226021225,0.0225272,0.0004021431,0.0004641,0.05,0.0472743812,0.0428410457,0.0203922423,0.024575007,0.025,rest_1,session_1,UCLA_1,1.3066747388,1.3149661714,0.0709605625,0.0084033613,0.0975111092,,16,,,,1,,3,3,4,1,96.2317199707,-42.9220314026,-99.7296524048,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          96.23171997],[ -0.          3.         -0.        -42.9220314],[  0.           0.           3.99999976 -99.7296524 ],0,3
1008,0.0027289167,0.000995,0.0073683174,0.00096,0.0916666667,0.0164866529,51281,0.0436679817,0.0433665,0.00096324,0.000884175,0.0416666667,0.0627584884,0.0433852535,0.0645931077,0.0332763788,0.0916666667,rest_1,session_1,UCLA_1,1.1067801705,1.0351660109,0.3040925287,0.0924369748,0.1811283114,,16,,,,1,,3,3,4,1,89.9667358398,-72.6342010498,-90.1250152588,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          89.96673584],[ -0.           3.00000024  -0.         -72.63420105],[  0.           0.           4.         -90.12501526],0,3
1009,0.00544575,0.00101,0.0169537749,0.00243,0.1166666667,0.0363267353,51282,0.0442403633,0.04341775,0.0028150941,0.001864075,0.0416666667,0.1061642603,0.0593641453,0.1627985076,0.0622095629,0.0916666667,rest_1,session_1,UCLA_1,1.1994761625,1.0085059187,0.7020279764,0.1008403361,0.1854069062,,16,,,,1,,3,3,4,1,107.646484375,-24.770029068,-96.63671875,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          107.64648438],[ -0.           3.          -0.         -24.77002907],[  0.           0.           4.         -96.63671875],0,3
1010,0.0015184167,0.00088,0.0015829656,0.0007525,0.15,0.0294797059,51291,0.0239491517,0.0237059,0.001002762,0.00101325,0.1083333333,0.0556376814,0.0406218404,0.0462646897,0.0329973668,0.1166666667,rest_1,session_1,UCLA_2,1.1350092786,1.0962582476,0.1717740082,0.1176470588,0.1050858605,,16,,,,1,,3,3,4,1,92.8288269043,-52.5191497803,-67.38306427,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          92.8288269 ],[ -0.           3.          -0.         -52.51914978],[  0.           0.           4.         -67.38306427],0,3
1011,0.0097951667,0.00254,0.0130378249,0.0149425,0.05,0.0259078608,51292,0.0557568633,0.0538443,0.0066727831,0.01168075,0,0.4771679436,0.1898454879,0.6613154084,0.4509232554,0.1166666667,rest_1,session_1,UCLA_2,1.0320865619,0.5660389433,0.8230107252,0.0336134454,1.0796258523,,16,,,,1,,3,3,4,1,94.9217910767,-82.795539856,-56.3623962402,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          94.92179108],[ -0.           3.          -0.         -82.79553986],[  0.           0.           4.         -56.36239624],0,3
1012,0.00160825,0.001345,0.0008719773,0.0007325,0.1083333333,0.0220259868,51293,0.0538938008,0.0538742,0.0005442855,0.0006705,0.0083333333,0.0451672231,0.0358617875,0.0300388387,0.0318853499,0.05,rest_1,session_1,UCLA_2,1.3466443057,1.3459699306,0.1618477595,0.1008403361,0.1459172217,,16,,,,1,,3,3,4,1,93.1993637085,-48.8209457397,-72.9253463745,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.19936371],[ -0.           3.          -0.         -48.82094574],[  0.           0.           3.99999976 -72.92534637],0,3
1013,0.0078886667,0.00126,0.0240681119,0.00182,0.15,0.0871075987,51294,0.0298483358,0.0286173,0.0033754563,0.003023825,0.0666666667,0.1604078438,0.0940049338,0.1993165452,0.1011101918,0.1083333333,rest_1,session_1,UCLA_2,1.185545047,0.9332313505,0.8125330968,0.1176470588,0.2486212443,,16,,,,1,,3,3,4,1,102.628242493,-63.0260848999,-77.9788131714,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          102.62824249],[ -0.          3.         -0.        -63.0260849],[  0.           0.           3.99999976 -77.97881317],0,3
1014,0.0034938333,0.00107,0.0093763013,0.0011975,0.1583333333,0.0146708421,51295,0.0394138217,0.0386627,0.0020061897,0.0020783,0.05,0.1097895201,0.0804847537,0.104846086,0.0760000343,0.05,rest_1,session_1,UCLA_2,1.2765252847,1.2211844149,0.2940941952,0.0504201681,0.2563245836,,16,,,,1,,3,3,4,1,82.2673492432,-74.1534500122,-68.0779876709,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          82.26734924],[ -0.           3.          -0.         -74.15345001],[  0.           0.           4.         -68.07798767],0,3
1015,0.0165690833,0.001405,0.027645063,0.0213625,0.0916666667,0.0506204039,51296,0.0478569783,0.0443223,0.0080509978,0.01098195,0.025,0.969489884,0.6013343364,1.3464914218,0.8999287337,0.075,rest_1,session_1,UCLA_2,1.16545347,0.9289440511,0.8533968162,0.0588235294,0.9699680695,,16,,,,1,,3,3,4,1,90.4104309082,-61.6488265991,-96.0431060791,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          90.41043091],[ -0.          3.         -0.        -61.6488266],[  0.           0.           4.         -96.04310608],0,3
1016,0.0053401667,0.00102,0.0168421782,0.00111,0.1833333333,0.0451531892,51297,0.02450998,0.02339845,0.0044444261,0.00276635,0.0916666667,0.2782074867,0.1649545179,0.3741198743,0.1740279232,0.0833333333,rest_1,session_1,UCLA_2,1.1857380436,0.9824203102,0.6935582022,0.0840336134,0.2758284655,,16,,,,1,,3,3,4,1,93.6365585327,-44.0774459839,-81.5399475098,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          93.63655853],[ -0.           2.99999976  -0.         -44.07744598],[  0.           0.           3.99999976 -81.53994751],0,3
1017,0.0027798333,0.001055,0.0073798207,0.0013475,0.0916666667,0.0237292872,51298,0.0247977933,0.0245016,0.0020116675,0.001989325,0.0333333333,0.1350474687,0.1004142309,0.1546863091,0.1071377519,0.05,rest_1,session_1,UCLA_2,1.1019271653,0.9937910653,0.4033759381,0.1092436975,0.2330560677,,16,,,,1,,3,3,4,1,100.382568359,-65.1208114624,-69.6549987793,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.38256836],[ -0.           3.          -0.         -65.12081146],[  0.           0.           4.         -69.65499878],0,3
1018,0.0148063333,0.0007,0.0272865083,0.023065,0.0416666667,0.0521420345,51299,0.0358822367,0.032321,0.0091342559,0.011323475,0.0333333333,0.3483966465,0.0967781895,0.7232774507,0.172296623,0.15,rest_1,session_1,UCLA_2,0.9230964084,0.5266616038,0.9923917132,0.1512605042,0.3163859365,,16,,,,1,,3,3,4,1,97.9612426758,-64.3072814941,-85.9791030884,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.96124268],[ -0.           3.          -0.         -64.30728149],[  0.           0.           4.         -85.97910309],0,3
1019,0.0152743333,0.007295,0.0211339153,0.0189975,0.075,0.0407347272,51300,0.0399397808,0.0397839,0.0082479319,0.0121998,0.0166666667,0.910190345,0.2908443958,1.5698560638,1.0802369475,0.075,rest_1,session_1,UCLA_2,1.0199203425,0.6436697226,0.7641377288,0.0168067227,1.0788424235,,16,,,,1,,3,3,4,1,92.3059082031,-46.4530754089,-105.82157135,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          92.3059082 ],[ -0.           3.          -0.         -46.45307541],[   0.            0.            4.         -105.82157135],0,3
1020,0.0132816667,0.00095,0.0345151994,0.0012125,0.225,0.1221044265,51301,0.0399218633,0.0385239,0.0039637373,0.001415875,0.1583333333,0.134076013,0.0525986798,0.2261455746,0.0835912094,0.125,rest_1,session_1,UCLA_2,1.5064698879,1.1574700297,0.9924904826,0.1596638655,0.2645798795,,16,,,,1,,3,3,4,1,96.0210418701,-72.1198806763,-67.9608383179,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          96.02104187],[ -0.           3.          -0.         -72.11988068],[  0.           0.           4.         -67.96083832],0,3
